date,operator_id,line_id,stop_id,validations
20230102,41,1703,030119,365
20230102,43,3012,020178,9
20230102,41,1120,120773,18
20230102,42,2729,071480,8
20230102,44,4701,090207,78
20230102,43,3620,150588,47
20230102,41,1608,121223,68
20230102,44,4203,100081,51
20230102,41,1613,172243,1
20230102,43,3635,150075,2
20230102,42,2711,070513,63
20230102,42,2532,180846,10
20230102,41,1524,172531,1
20230102,42,2797,180518,14
20230102,41,1525,120591,5
20230102,42,2790,061206,230
20230102,43,3040,020492,10
20230102,44,4601,100421,1
20230102,42,2532,180844,2
20230102,41,1622,050171,16
20230102,44,4602,090227,108
20230102,41,1613,172242,3
20230102,43,3101,140165,138
20230102,43,3512,020496,26
20230102,44,4438,160031,7
20230102,44,4725,020003,19
20230102,44,4705,100088,17
20230102,42,2206,110104,15
20230102,43,3703,020077,23
20230102,43,3512,140714,50
20230102,43,3011,020639,199
20230102,43,3514,020500,7
20230102,41,1601,120921,16
20230102,42,2324,180091,6
20230102,42,2728,070829,33
20230102,42,2725,070505,31
20230102,41,1205,170267,1
20230102,43,3704,020185,19
20230102,43,3111,140329,13
20230102,41,1608,121235,216
20230102,43,3024,020524,35
20230102,42,2708,070109,83
20230102,44,4436,160062,9
20230102,41,1714,030535,15
20230102,41,1723,120099,41
20230102,43,3506,020041,12
20230102,44,4707,100027,49
20230102,42,2512,070471,1
20230102,43,3710,060455,378
20230102,43,3545,150215,7
20230102,41,1723,120097,120
20230102,44,4604,040027,23
20230102,43,3114,140113,24
20230102,42,2795,070775,1
20230102,42,2764,070835,11
20230102,41,1209,170440,11
20230102,41,1514,030360,3
20230102,42,2740,080109,2
20230102,41,1616,120607,28
20230102,41,1703,030182,25
20230102,44,4515,100383,8
20230102,44,4632,160773,4
20230102,41,1625,170064,7
20230102,44,4702,010010,22
20230102,41,1717,030093,23
20230102,42,2764,070839,6
20230102,41,1630,050359,7
20230102,41,1601,172199,45
20230102,41,1251,170077,2
20230102,44,4730,160223,7
20230102,41,1714,060092,13
20230102,42,2535,180490,5
20230102,42,2711,070636,91
20230102,41,1120,120733,30
20230102,41,1522,120279,6
20230102,44,4422,160443,9
20230102,42,2790,071429,51
20230102,41,1608,050104,1
20230102,43,3514,140359,7
20230102,41,1236,172496,26
20230102,43,3013,020111,11
20230102,41,1631,050359,106
20230102,42,2518,110625,5
20230102,42,2710,071393,15
20230102,42,2725,070508,4
20230102,41,1101,120073,2
20230102,43,3717,140714,72
20230102,42,2740,080811,1
20230102,41,1517,030710,3
20230102,44,4203,100043,2
20230102,44,4421,160448,12
20230102,42,2722,070795,38
20230102,43,3525,020673,6
20230102,43,3111,140069,28
20230102,42,2703,060173,1
20230102,41,1254,171762,2
20230102,41,1709,110037,11
20230102,42,2723,070385,4
20230102,41,1514,030847,126
20230102,41,1508,170329,2
20230102,41,1123,120941,10
20230102,41,1101,120041,1
20230102,42,2723,070917,29
20230102,41,1248,171709,6
20230102,41,1241,171333,4
20230102,41,1105,120037,1
20230102,42,2610,110719,4
20230102,44,4426,160433,5
20230102,41,1712,030109,2
20230102,43,3721,140845,3
20230102,43,3024,020519,12
20230102,41,1117,120641,1
20230102,42,2796,180902,3
20230102,41,1601,121183,2
20230102,41,1255,171971,1
20230102,43,3549,150031,2
20230102,41,1106,120296,16
20230102,43,3015,020565,2
20230102,43,3514,140363,9
20230102,42,2819,110839,4
20230102,44,4600,100421,11
20230102,43,3547,140561,1
20230102,42,2725,070112,4
20230102,42,2797,060227,70
20230102,41,1604,050428,3
20230102,42,2209,110297,1
20230102,41,1522,120348,19
20230102,42,2530,070195,1
20230102,42,2316,180243,1
20230102,41,1631,170064,7
20230102,41,1613,120879,2
20230102,43,3521,020223,3
20230102,44,4562,130119,2
20230102,42,2751,110619,3
20230102,44,4602,090217,2
20230102,41,1606,121218,1
20230102,42,2722,070714,1
20230102,41,1602,170924,5
20230102,44,4604,090014,1
20230102,41,1614,170805,5
20230102,43,3721,060401,2
20230102,41,1725,121195,8
20230102,41,1722,120078,1
20230102,42,2605,110643,15
20230102,41,1101,120011,2
20230102,41,1617,121011,1
20230102,41,1625,170081,1
20230102,42,2790,070757,3
20230102,44,4304,130072,1
20230102,43,3605,160747,8
20230102,42,2740,080199,14
20230102,41,1613,050150,1
20230102,41,1115,120661,2
20230102,41,1625,172254,1
20230102,41,1529,121173,3
20230102,43,3605,140100,1
20230102,43,3111,140261,8
20230102,42,2533,071195,1
20230102,41,1704,060035,3
20230102,43,3004,020418,1
20230102,41,1716,170539,8
20230102,43,3512,020538,2
20230102,41,1107,120249,2
20230102,42,2217,110209,1
20230102,43,3120,140543,1
20230102,42,2120,080672,1
20230102,44,4515,010118,1
20230102,42,2751,071134,1
20230102,41,1633,080031,3
20230102,42,2732,071395,1
20230102,41,1512,171112,6
20230102,41,1249,170041,1
20230102,41,1125,120621,5
20230102,43,3545,140828,1
20230102,41,1248,171713,16
20230102,42,2334,180637,1
20230102,41,1713,030554,4
20230102,41,1704,030747,1
20230102,41,1522,120039,1
20230102,44,4543,160865,3
20230102,44,4103,090056,1
20230102,41,1252,171899,2
20230102,42,2736,060259,8
20230102,42,2781,110360,3
20230102,43,3023,020667,2
20230102,42,2795,180661,1
20230102,44,4543,130103,2
20230102,42,2110,080345,1
20230102,41,1246,171694,1
20230102,43,3626,160786,5
20230102,42,2523,110639,1
20230102,41,1715,170947,2
20230102,41,1622,172230,1
20230102,41,1707,030625,3
20230102,42,2310,180293,1
20230102,41,1611,120922,2
20230102,42,2103,080178,2
20230102,42,2601,110701,1
20230102,42,2202,110087,5
20230102,43,3211,150330,1
20230102,43,3527,140697,2
20230102,42,2117,080075,1
20230102,41,1613,050120,5
20230102,42,2502,080277,2
20230102,41,1250,171711,3
20230102,42,2814,110695,2
20230102,41,1245,171662,2
20230102,43,3210,150114,1
20230102,41,1226,170861,1
20230102,42,2503,070427,3
20230102,41,1522,120351,3
20230102,41,1115,120635,1
